20,0.001038,0.007386,0.963499
36,0.00116,0.010316,0.969969
52,0.00116,0.011903,0.970457
67,0.001282,0.012025,0.966062
83,0.001404,0.009095,0.970579
99,0.001282,0.008729,0.973143
114,0.00116,0.009583,0.972288
130,0.001038,0.008606,0.97119
145,0.00116,0.006897,0.966184
161,0.001282,0.009705,0.967283
176,0.00116,0.008362,0.964475
192,0.001282,0.009217,0.962888
208,0.001404,0.012147,0.973143
223,0.001282,0.01056,0.967039
239,0.00116,0.009339,0.968748
255,0.001038,0.009949,0.970701
270,0.001526,0.009339,0.973143
286,0.001282,0.010682,0.966551
301,0.001282,0.012147,0.973631
317,0.001282,0.011048,0.967161
333,0.000916,0.01056,0.972166
348,0.00116,0.007752,0.962034
364,0.001038,0.008606,0.97412
380,0.001404,0.011536,0.967771
395,0.001038,0.010193,0.975218
411,0.000916,0.009949,0.964109
426,0.001526,0.009339,0.9718
442,0.001038,0.015077,0.964597
458,0.001526,0.008118,0.968016
473,0.001404,0.007874,0.970457
489,0.001282,0.012269,0.968992
505,0.00116,0.00824,0.973631
520,0.00116,0.009583,0.965452
536,0.001404,0.009461,0.969847
551,0.001282,0.008973,0.973509
567,0.001526,0.008973,0.972655
583,0.001282,0.009461,0.969969
598,0.001404,0.009583,0.96594
614,0.001404,0.012025,0.971312
630,0.00116,0.006897,0.964231
645,0.001404,0.010438,0.97119
661,0.001526,0.009583,0.970335
677,0.001648,0.0141,0.971068
692,0.00116,0.009705,0.968382
708,0.000793,0.010071,0.969481
723,0.001038,0.011536,0.966307
739,0.00116,0.010438,0.970457
755,0.001282,0.010926,0.966795
770,0.001404,0.01117,0.971556
786,0.00116,0.01349,0.970457
801,0.001282,0.00763,0.972655
817,0.00116,0.01117,0.968992
833,0.001282,0.009217,0.972533
848,0.001038,0.010438,0.969603
864,0.001404,0.009949,0.967405
880,0.00116,0.009705,0.97534
895,0.001282,0.007508,0.970579
911,0.001282,0.013978,0.969603
926,0.001282,0.011658,0.966551
942,0.001282,0.011048,0.968748
958,0.00116,0.011414,0.967405
973,0.001404,0.009339,0.967894
989,0.001404,0.007752,0.968626
1005,0.001282,0.01056,0.972777
1020,0.00116,0.011292,0.969725
1036,0.00116,0.010804,0.970213
1051,0.00116,0.011536,0.969603
1067,0.00116,0.007142,0.970335
1083,0.00116,0.008362,0.971434
1098,0.001038,0.009339,0.973021
1114,0.001282,0.011048,0.969358
1130,0.00116,0.007508,0.971922
1145,0.00116,0.010438,0.967039
1161,0.001404,0.010193,0.967894
1176,0.00116,0.008362,0.969358
1192,0.000916,0.007386,0.969725
1208,0.001648,0.011903,0.967771
1223,0.001282,0.013734,0.975829
1239,0.001038,0.015321,0.96301
1254,0.001526,0.008362,0.975096
1270,0.001404,0.011903,0.967527
1286,0.001648,0.009949,0.973265
1301,0.001526,0.010438,0.976439
1317,0.001282,0.010682,0.976073
1333,0.001648,0.010926,0.963743
1348,0.001282,0.009827,0.967771
1364,0.001526,0.009339,0.965452
1379,0.001282,0.004944,0.966307
1395,0.001526,0.011292,0.973753
1411,0.001648,0.013856,0.965696
1426,0.00116,0.009705,0.969847
1442,0.001038,0.009827,0.968138
1458,0.00116,0.008729,0.973021
1473,0.001526,0.009217,0.967527
1489,0.00177,0.008606,0.973875
1504,0.001404,0.010071,0.970823
1520,0.001282,0.010071,0.965696
1536,0.000793,0.008606,0.969481
1551,0.001282,0.006531,0.971556
1567,0.001038,0.011658,0.968504
1583,0.001282,0.010193,0.967039
1598,0.001282,0.007996,0.973143
1614,0.001404,0.010926,0.969358
1629,0.001282,0.009705,0.970701
1645,0.001404,0.008362,0.973997
1661,0.000916,0.009949,0.970579
1676,0.001038,0.011414,0.972899
1692,0.001648,0.012513,0.971068
1708,0.001526,0.007752,0.969603
1723,0.001038,0.009217,0.971434
1739,0.001282,0.010071,0.972777
1754,0.001404,0.008851,0.967161
1770,0.00116,0.008606,0.970213
1786,0.001648,0.01056,0.971068
1801,0.00116,0.007874,0.967894
1817,0.001404,0.009339,0.97241
1832,0.001282,0.012513,0.969725
1848,0.001404,0.007508,0.973509
1864,0.000916,0.009217,0.972166
1879,0.001892,0.013245,0.971678
1895,0.001404,0.009827,0.971312
1911,0.001526,0.006043,0.968992
1926,0.001404,0.013856,0.970091
1942,0.001404,0.011536,0.973021
1957,0.001282,0.009217,0.973753
1973,0.001282,0.012147,0.968382
1989,0.001526,0.007264,0.970945
2004,0.00116,0.007264,0.967283
2020,0.00116,0.009461,0.975829
2035,0.00116,0.012391,0.969725
2051,0.00116,0.011414,0.967771
2067,0.001526,0.007386,0.968382
2082,0.001282,0.009705,0.966917
2098,0.001282,0.010926,0.967161
2114,0.001526,0.010071,0.973265
2129,0.001282,0.008484,0.965208
2145,0.00177,0.009095,0.972166
2160,0.001526,0.009095,0.967405
2176,0.001282,0.011903,0.97241
2192,0.001282,0.010316,0.970945
2207,0.00116,0.012269,0.9718
2223,0.00116,0.012879,0.96887
2239,0.001404,0.010438,0.970701
2254,0.001404,0.008729,0.969481
2270,0.001404,0.010071,0.970457
2285,0.001038,0.008606,0.971922
2301,0.001526,0.010316,0.966184
2317,0.001282,0.008973,0.967649
2332,0.001282,0.008606,0.967527
2348,0.001526,0.008118,0.974364
2364,0.001282,0.011781,0.963865
2379,0.001404,0.010316,0.973021
2395,0.001282,0.006897,0.963499
2410,0.000916,0.007142,0.972288
2426,0.001404,0.009949,0.967894
2442,0.001038,0.009949,0.969481
2457,0.001404,0.008729,0.970945
2473,0.001404,0.010438,0.971068
2489,0.001404,0.010071,0.96594
2504,0.001038,0.011048,0.965818
2520,0.001404,0.00824,0.962278
2535,0.000916,0.013368,0.979857
2551,0.001282,0.011048,0.967527
2567,0.001404,0.00824,0.973509
2582,0.001404,0.009827,0.972777
2598,0.001404,0.009827,0.971922
2613,0.001282,0.008851,0.972777
2629,0.001282,0.007386,0.96533
2645,0.001404,0.008606,0.975951
2660,0.000916,0.011658,0.962766
2676,0.001282,0.006409,0.970091
2692,0.001526,0.006409,0.963499
2707,0.001282,0.008362,0.973875
2723,0.001404,0.008118,0.964231
2739,0.001404,0.008729,0.964597
2754,0.00116,0.011903,0.970823
2770,0.001282,0.009583,0.96533
2785,0.001282,0.013612,0.967039
2801,0.001282,0.009705,0.970823
2817,0.001038,0.012635,0.966307
2832,0.00116,0.009461,0.974242
2848,0.001282,0.007508,0.968504
2863,0.001404,0.007508,0.972899
2879,0.001282,0.00824,0.968016
2895,0.000793,0.011781,0.972533
2910,0.001038,0.009095,0.969969
2926,0.001404,0.008851,0.969481
2942,0.00116,0.012147,0.967039
2957,0.001038,0.008729,0.972777
2973,0.001404,0.009339,0.975462
2988,0.001404,0.009339,0.966795
3004,0.00116,0.008484,0.972288
3020,0.001282,0.011536,0.968504
3035,0.001038,0.010316,0.964597
3051,0.001526,0.012147,0.970823
3066,0.001282,0.007752,0.970579
3082,0.00116,0.012879,0.965208
3098,0.001404,0.010804,0.968626
3113,0.001038,0.008606,0.968626
3129,0.00116,0.010193,0.966307
3145,0.00116,0.009949,0.970579
3160,0.001404,0.009949,0.971556
3176,0.001404,0.004212,0.969358
3191,0.000916,0.011781,0.972288
3207,0.001526,0.012391,0.96594
3223,0.001282,0.013368,0.969358
3238,0.00116,0.010438,0.963499
3254,0.001282,0.012269,0.964475
3270,0.001282,0.012391,0.970945
3285,0.00116,0.009583,0.9718
3301,0.001282,0.007508,0.973509
3316,0.00116,0.012025,0.970091
3332,0.00116,0.012147,0.965574
3348,0.00116,0.009095,0.971556
3363,0.001038,0.009583,0.970701
3379,0.001526,0.009095,0.963865
3395,0.001526,0.009217,0.973387
3410,0.000916,0.009827,0.967039
3426,0.001526,0.009705,0.96887
3441,0.001404,0.010071,0.969358
3457,0.001282,0.010316,0.965208
3473,0.001526,0.009217,0.970945
3488,0.001404,0.006653,0.968992
3504,0.001282,0.008851,0.972044
3520,0.00116,0.011658,0.964597
3535,0.00116,0.011903,0.969969
3551,0.001404,0.008851,0.970213
3566,0.001404,0.011292,0.972655
3582,0.001038,0.009827,0.969969
3598,0.001282,0.007874,0.968382
3613,0.001282,0.013368,0.975584
3629,0.001404,0.009583,0.973021
3645,0.001038,0.009705,0.970335
3660,0.001282,0.006653,0.968138
3676,0.001282,0.00702,0.970457
3691,0.001404,0.008606,0.971556
3707,0.00116,0.009827,0.968992
3723,0.00116,0.008851,0.968626
3738,0.000793,0.011658,0.963255
3754,0.001526,0.012147,0.968382
3770,0.001526,0.010682,0.969603
3785,0.001038,0.010316,0.970945
3801,0.001282,0.013001,0.969603
3816,0.001404,0.008606,0.966795
3832,0.000793,0.005066,0.966673
3848,0.001282,0.007752,0.971434
3863,0.001038,0.00763,0.970091
3879,0.001282,0.009949,0.971922
3894,0.001282,0.011658,0.965574
3910,0.001404,0.007996,0.971678
3926,0.00116,0.009339,0.968504
3941,0.001282,0.009217,0.973387
3957,0.00116,0.010682,0.969725
3973,0.00116,0.011292,0.967771
3988,0.001404,0.015199,0.97119
4004,0.001526,0.007752,0.964597
4019,0.001282,0.009095,0.97241
4035,0.000916,0.006165,0.969481
4050,0.000916,0.009949,0.967161
4066,0.001282,0.009217,0.966184
4082,0.001282,0.013123,0.973387
4098,0.001404,0.012269,0.967894
4113,0.001038,0.011658,0.967649
4129,0.001282,0.012147,0.971434
4144,0.00116,0.01056,0.967649
4160,0.001648,0.007996,0.967161
4176,0.00116,0.00824,0.969969
4191,0.001404,0.010193,0.97119
4207,0.001404,0.011781,0.970579
4223,0.00116,0.011414,0.969847
4238,0.00116,0.008362,0.962156
4254,0.001404,0.009705,0.966673
4269,0.001404,0.009095,0.967161
4285,0.001526,0.008362,0.967894
4301,0.001282,0.011048,0.971922
4316,0.001282,0.011658,0.967527
4332,0.00116,0.004944,0.968748
4348,0.001404,0.011048,0.969603
4363,0.00116,0.010071,0.970579
4379,0.001526,0.008973,0.965086
4394,0.001648,0.011048,0.969847
4410,0.001404,0.012757,0.969236
4426,0.00116,0.010438,0.968382
4441,0.00116,0.012147,0.969114
4457,0.001404,0.008362,0.968626
4472,0.001038,0.011536,0.971434
4488,0.00116,0.005921,0.970335
4504,0.001038,0.006287,0.970091
4519,0.001526,0.007996,0.972288
4535,0.001648,0.010316,0.977049
4550,0.001648,0.00763,0.970823
4566,0.001038,0.013978,0.972166
4582,0.001526,0.011536,0.969847
4597,0.001282,0.009095,0.967649
4613,0.001282,0.010804,0.966551
4629,0.001282,0.009827,0.96887
4644,0.001404,0.010193,0.966917
4660,0.001526,0.009705,0.971434
4675,0.001526,0.01117,0.969358
4691,0.001282,0.006653,0.97412
4707,0.00116,0.011048,0.971312
4722,0.001038,0.007874,0.971556
4738,0.001404,0.007874,0.97119
4754,0.001404,0.011781,0.969603
4769,0.001526,0.007996,0.970457
4785,0.001038,0.012391,0.970579
4801,0.001282,0.01117,0.966429
4816,0.001282,0.010804,0.969114
4832,0.001526,0.009095,0.97119
4847,0.00116,0.009705,0.971434
4863,0.00116,0.010071,0.96594
4879,0.001526,0.009461,0.971434
4894,0.001526,0.007752,0.973631
4910,0.001282,0.011292,0.97119
4926,0.001282,0.007996,0.976195
4941,0.001404,0.007752,0.96887
4957,0.001282,0.010804,0.969481
4972,0.00116,0.010926,0.9718
4988,0.001404,0.012391,0.970213
5004,0.001282,0.010438,0.966673
5019,0.001282,0.008973,0.973143
5035,0.001526,0.012391,0.962034
5050,0.00116,0.008973,0.970579
5066,0.001404,0.009705,0.965452
5082,0.000916,0.011536,0.96887
5097,0.001526,0.008729,0.967649
5113,0.001404,0.011658,0.966429
5129,0.00116,0.011536,0.969969
5144,0.00116,0.01117,0.969847
5160,0.001038,0.011048,0.971068
5175,0.001526,0.011048,0.971434
5191,0.001038,0.009827,0.96533
5206,0.001038,0.008973,0.972166
5222,0.001282,0.009095,0.973875
5238,0.001282,0.013612,0.966184
5253,0.001648,0.009217,0.967527
5269,0.001038,0.009827,0.970823
5285,0.001526,0.008118,0.973021
5300,0.001648,0.009461,0.970457
5316,0.001282,0.00702,0.969603
5331,0.001282,0.011536,0.970457
5347,0.001526,0.008973,0.971434
5363,0.001038,0.009949,0.969358
5378,0.001282,0.011048,0.971678
5399,0.001038,0.008973,0.971434
5415,0.001526,0.008606,0.970091
5430,0.001526,0.008851,0.967405
5446,0.001526,0.01117,0.968382
5462,0.00116,0.007264,0.972044
5484,0.001404,0.010926,0.968016
5500,0.001404,0.010926,0.968016
5515,0.001526,0.011903,0.969358
5531,0.00116,0.005555,0.972166
5547,0.001526,0.00824,0.964597
5562,0.001282,0.011903,0.971434
5578,0.000671,0.009705,0.968016
5594,0.001404,0.011781,0.9718
5609,0.001282,0.009217,0.970091
5625,0.001038,0.012513,0.967161
5640,0.001282,0.010193,0.968138
5656,0.00116,0.015565,0.967771
5671,0.001526,0.007508,0.974852
5687,0.001282,0.012513,0.974486
5703,0.001282,0.008973,0.963621
5719,0.001526,0.012025,0.972533
5734,0.001526,0.006897,0.969358
5750,0.001648,0.006775,0.963621
5765,0.001282,0.007752,0.974242
5781,0.001282,0.006653,0.969114
5796,0.001648,0.014466,0.971434
5812,0.001526,0.006287,0.970091
5828,0.001648,0.00824,0.970823
5844,0.001526,0.010071,0.963499
5859,0.00116,0.009705,0.965208
5875,0.001038,0.012635,0.976195
5890,0.00116,0.012513,0.973753
5906,0.00177,0.010193,0.97241
5921,0.001404,0.011048,0.97473
5937,0.001282,0.006653,0.964842
5953,0.001648,0.013368,0.968992
5968,0.001038,0.011414,0.969358
5984,0.001526,0.011414,0.970823
6000,0.001404,0.010316,0.967894
6015,0.001282,0.013245,0.975096
6031,0.001526,0.008851,0.968382
6046,0.001404,0.0141,0.97473
6062,0.001648,0.011781,0.969969
6078,0.001282,0.012025,0.970823
6093,0.001526,0.011658,0.974242
6109,0.000916,0.010071,0.970457
6125,0.001526,0.006531,0.974974
6140,0.001282,0.009339,0.965696
6156,0.00116,0.008484,0.974974
6171,0.000916,0.01056,0.968626
6187,0.001038,0.009095,0.969969
6203,0.00116,0.008606,0.969114
6219,0.001282,0.010071,0.97241
6234,0.001526,-0.006409,0.952023
6250,0.001404,0.007386,0.986938
6265,0.001648,0.013001,0.980345
6281,0.00177,0.011536,0.957151
